2026-02-12 09:52:26,135 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2026-02-12 09:52:26,204 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2026-02-12 09:52:26,208 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2026-02-12 09:52:26,208 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2026-02-12 09:52:26,212 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2026-02-12 09:52:26,212 INFO  SwAddin.cs: 197 - Setting up callbacks
2026-02-12 09:52:26,214 INFO  SwAddin.cs: 201 - Setting up command manager
2026-02-12 09:52:26,214 INFO  SwAddin.cs: 204 - Adding command manager
2026-02-12 09:52:26,251 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2026-02-12 09:52:26,263 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2026-02-12 09:52:26,265 INFO  SwAddin.cs: 210 - Adding event handlers
2026-02-12 09:52:26,275 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2026-02-12 09:53:19,757 INFO  SwAddin.cs: 351 - Part export called
2026-02-12 09:53:19,800 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Scope 89 PTZ Camera.SLDPRT
2026-02-12 09:53:19,809 INFO  ExportHelperExtension.cs: 1136 - Found 69 in Scope 89 PTZ Camera.SLDPRT
2026-02-12 09:53:19,809 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Scope 89 PTZ Camera.SLDPRT
2026-02-12 09:53:19,809 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Scope 89 PTZ Camera.SLDPRT
2026-02-12 09:53:19,809 INFO  ExportHelperExtension.cs: 1136 - Found 69 in Scope 89 PTZ Camera.SLDPRT
2026-02-12 09:53:19,814 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Scope 89 PTZ Camera.SLDPRT
2026-02-12 09:53:19,814 INFO  SwAddin.cs: 367 - Showing part
2026-02-12 09:53:31,745 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2026-02-12 09:53:31,751 INFO  SwAddin.cs: 299 - Save is required
2026-02-12 09:53:31,751 INFO  SwAddin.cs: 313 - Saving assembly
2026-02-12 09:53:31,753 INFO  SwAddin.cs: 316 - Opening property manager
2026-02-12 09:53:31,753 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2026-02-12 09:53:31,753 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem1
2026-02-12 09:53:31,753 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2026-02-12 09:53:31,753 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-02-12 09:53:31,759 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-02-12 09:53:31,759 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Scope 89 PTZ Camera-1
2026-02-12 09:53:31,761 INFO  ExportHelperExtension.cs: 1136 - Found 69 in Scope 89 PTZ Camera-1
2026-02-12 09:53:31,761 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Scope 89 PTZ Camera-1
2026-02-12 09:53:31,761 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2026-02-12 09:53:31,761 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem1
2026-02-12 09:53:31,761 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
